Ticket_ID,Customer_Age,Customer_Gender,Product_Purchased,Ticket_Type,Ticket_Status,Ticket_Priority,Ticket_Channel,Ticket_Creation_Date,First_Response_Time,Time_to_Resolution,Customer_Satisfaction_Rating
756,26,Other,Philips Hue Lights,Refund request,Closed,High,Chat,5/30/23 11:58 PM,5/31/23 11:58 PM,6/1/23 8:38 PM,2
757,66,Male,Nintendo Switch Pro Controller,Refund request,Open,Low,Social media,,,,
758,51,Male,Amazon Kindle,Cancellation request,Pending Customer Response,Medium,Phone,5/31/23 10:54 AM,6/1/23 10:54 AM,,
759,54,Female,Philips Hue Lights,Product inquiry,Open,Medium,Phone,,,,
760,20,Female,Autodesk AutoCAD,Refund request,Pending Customer Response,Low,Social media,5/30/23 11:13 PM,5/31/23 11:13 PM,,
761,47,Female,Samsung Soundbar,Technical issue,Closed,Critical,Social media,5/31/23 8:41 PM,6/1/23 8:41 PM,6/1/23 4:39 PM,1
762,26,Female,Amazon Echo,Refund request,Pending Customer Response,High,Social media,5/31/23 11:48 AM,6/1/23 11:48 AM,,
763,27,Other,Amazon Echo,Cancellation request,Pending Customer Response,Medium,Chat,5/31/23 4:05 AM,6/1/23 4:05 AM,,
764,25,Female,Sony PlayStation,Product inquiry,Closed,Medium,Social media,5/30/23 10:56 PM,5/31/23 10:56 PM,6/1/23 12:30 AM,5
765,37,Female,LG Smart TV,Billing inquiry,Closed,Medium,Email,5/31/23 8:15 AM,6/1/23 8:15 AM,6/1/23 4:05 PM,1
766,22,Other,iPhone,Refund request,Closed,Critical,Chat,5/30/23 10:06 PM,5/31/23 10:06 PM,6/1/23 8:24 AM,5
767,58,Female,Canon DSLR Camera,Product inquiry,Open,Medium,Social media,,,,
768,34,Female,Philips Hue Lights,Cancellation request,Pending Customer Response,Low,Phone,5/31/23 5:53 PM,6/1/23 5:53 PM,,
769,66,Male,Asus ROG,Product inquiry,Open,Medium,Social media,,,,
770,29,Female,Dell XPS,Product inquiry,Closed,High,Chat,5/31/23 1:14 AM,6/1/23 1:14 AM,6/1/23 11:36 AM,4
771,68,Male,MacBook Pro,Technical issue,Pending Customer Response,Low,Chat,5/31/23 5:53 AM,6/1/23 5:53 AM,,
772,48,Other,Apple AirPods,Billing inquiry,Pending Customer Response,Medium,Phone,5/31/23 8:38 PM,6/1/23 8:38 PM,,
773,49,Male,iPhone,Cancellation request,Closed,Medium,Chat,5/31/23 12:19 AM,6/1/23 12:19 AM,6/1/23 6:52 AM,5
774,54,Male,Apple AirPods,Technical issue,Open,Low,Email,,,,
775,27,Other,Asus ROG,Billing inquiry,Open,Medium,Chat,,,,
776,21,Male,Nintendo Switch Pro Controller,Billing inquiry,Open,Low,Email,,,,
777,27,Female,Canon DSLR Camera,Cancellation request,Closed,Critical,Chat,5/31/23 1:53 AM,6/1/23 1:53 AM,6/1/23 6:27 PM,5
778,52,Male,Nintendo Switch Pro Controller,Cancellation request,Open,Medium,Phone,,,,
779,53,Male,Adobe Photoshop,Cancellation request,Open,Low,Social media,,,,
780,52,Other,Philips Hue Lights,Billing inquiry,Open,Critical,Chat,,,,
781,19,Female,Sony PlayStation,Refund request,Closed,Low,Phone,5/31/23 2:58 AM,6/1/23 2:58 AM,6/1/23 5:56 PM,4
782,55,Male,Garmin Forerunner,Technical issue,Open,Medium,Phone,,,,
783,29,Male,Microsoft Office,Cancellation request,Open,High,Social media,,,,
784,35,Female,Sony Xperia,Refund request,Pending Customer Response,Critical,Social media,5/31/23 10:19 AM,6/1/23 10:19 AM,,
785,43,Male,Garmin Forerunner,Technical issue,Pending Customer Response,Low,Social media,5/31/23 2:46 PM,6/1/23 2:46 PM,,
786,65,Male,Adobe Photoshop,Billing inquiry,Pending Customer Response,Critical,Chat,5/31/23 2:22 AM,6/1/23 2:22 AM,,
787,35,Other,Bose SoundLink Speaker,Refund request,Closed,Critical,Phone,5/31/23 7:14 AM,6/1/23 7:14 AM,6/1/23 7:32 AM,1
788,41,Male,Nintendo Switch,Product inquiry,Pending Customer Response,Critical,Email,5/31/23 3:11 AM,6/1/23 3:11 AM,,
789,50,Male,Sony 4K HDR TV,Product inquiry,Open,Critical,Chat,,,,
790,45,Other,Nintendo Switch Pro Controller,Billing inquiry,Open,Critical,Email,,,,
791,30,Other,LG OLED,Product inquiry,Closed,High,Phone,5/31/23 11:01 AM,6/1/23 11:01 AM,6/1/23 2:18 AM,4
792,21,Female,Fitbit Versa Smartwatch,Cancellation request,Closed,Critical,Email,5/31/23 6:07 AM,6/1/23 6:07 AM,6/1/23 7:18 PM,3
793,40,Female,Fitbit Versa Smartwatch,Technical issue,Pending Customer Response,Critical,Email,5/30/23 10:37 PM,5/31/23 10:37 PM,,
794,37,Male,LG Washing Machine,Product inquiry,Pending Customer Response,Critical,Social media,5/31/23 7:26 PM,6/1/23 7:26 PM,,
795,57,Female,Samsung Galaxy,Billing inquiry,Open,Low,Email,,,,
796,46,Male,Roomba Robot Vacuum,Refund request,Closed,Critical,Chat,5/31/23 8:55 AM,6/1/23 8:55 AM,6/1/23 9:44 AM,1
797,59,Other,Xbox,Technical issue,Pending Customer Response,High,Email,5/31/23 7:15 AM,6/1/23 7:15 AM,,
798,63,Female,Nest Thermostat,Refund request,Pending Customer Response,Critical,Chat,5/31/23 5:51 AM,6/1/23 5:51 AM,,
799,57,Male,Google Pixel,Product inquiry,Closed,High,Social media,5/31/23 11:56 AM,6/1/23 11:56 AM,6/1/23 7:41 AM,3
800,36,Female,MacBook Pro,Refund request,Pending Customer Response,Low,Email,5/31/23 4:05 AM,6/1/23 4:05 AM,,
801,42,Male,Microsoft Surface,Technical issue,Open,Low,Email,,,,
802,56,Female,Dell XPS,Technical issue,Pending Customer Response,Critical,Email,5/31/23 11:06 AM,6/1/23 11:06 AM,,
803,48,Female,Sony Xperia,Product inquiry,Pending Customer Response,Medium,Chat,5/31/23 7:59 AM,6/1/23 7:59 AM,,
804,60,Other,Sony 4K HDR TV,Product inquiry,Open,Critical,Social media,,,,
805,57,Other,Microsoft Xbox Controller,Billing inquiry,Pending Customer Response,Medium,Email,5/31/23 5:05 AM,6/1/23 5:05 AM,,
806,58,Other,Garmin Forerunner,Billing inquiry,Open,Low,Email,,,,
807,28,Female,Sony 4K HDR TV,Technical issue,Closed,High,Email,5/31/23 6:14 AM,6/1/23 6:14 AM,6/1/23 9:46 PM,2
808,45,Other,LG Smart TV,Refund request,Pending Customer Response,Medium,Email,5/31/23 9:28 PM,6/1/23 9:28 PM,,
809,63,Female,Canon DSLR Camera,Technical issue,Pending Customer Response,Low,Email,5/31/23 3:11 PM,6/1/23 3:11 PM,,
810,41,Female,Nikon D,Refund request,Closed,Medium,Social media,5/31/23 6:36 AM,6/1/23 6:36 AM,6/1/23 7:47 PM,4
811,28,Other,Sony 4K HDR TV,Cancellation request,Pending Customer Response,Medium,Email,5/31/23 2:53 AM,6/1/23 2:53 AM,,
812,42,Male,Microsoft Xbox Controller,Billing inquiry,Open,High,Phone,,,,
813,53,Female,Microsoft Surface,Refund request,Open,Medium,Email,,,,
814,29,Female,GoPro Action Camera,Technical issue,Open,Low,Email,,,,
815,67,Male,GoPro Hero,Refund request,Open,Critical,Phone,,,,
816,27,Other,Nintendo Switch Pro Controller,Product inquiry,Closed,Low,Social media,5/31/23 12:42 AM,6/1/23 12:42 AM,6/1/23 9:50 PM,4
817,41,Male,Nintendo Switch,Cancellation request,Open,Medium,Social media,,,,
818,51,Female,Nikon D,Cancellation request,Pending Customer Response,Low,Phone,5/31/23 9:33 PM,6/1/23 9:33 PM,,
819,23,Female,LG Smart TV,Refund request,Closed,High,Phone,5/31/23 4:01 AM,6/1/23 4:01 AM,6/1/23 7:55 PM,3
820,20,Other,HP Pavilion,Cancellation request,Open,Medium,Chat,,,,
821,56,Other,Xbox,Product inquiry,Open,Critical,Chat,,,,
822,29,Female,Lenovo ThinkPad,Cancellation request,Closed,Critical,Social media,5/31/23 2:57 PM,6/1/23 2:57 PM,6/1/23 4:42 PM,3
823,33,Other,Nest Thermostat,Billing inquiry,Pending Customer Response,Medium,Phone,5/30/23 10:51 PM,5/31/23 10:51 PM,,
824,65,Female,Adobe Photoshop,Technical issue,Open,Medium,Email,,,,
825,67,Other,Nikon D,Billing inquiry,Pending Customer Response,Low,Email,5/31/23 2:20 AM,6/1/23 2:20 AM,,
826,42,Female,Microsoft Surface,Technical issue,Open,Medium,Social media,,,,
827,57,Female,Sony 4K HDR TV,Refund request,Pending Customer Response,Medium,Chat,5/31/23 6:55 PM,6/1/23 6:55 PM,,
828,19,Female,Garmin Forerunner,Product inquiry,Closed,Low,Email,5/31/23 5:01 PM,6/1/23 5:01 PM,6/1/23 12:05 AM,4
829,47,Male,Google Nest,Billing inquiry,Pending Customer Response,High,Chat,5/31/23 6:29 PM,6/1/23 6:29 PM,,
830,24,Female,Xbox,Refund request,Pending Customer Response,Critical,Email,5/31/23 12:45 AM,6/1/23 12:45 AM,,
831,38,Male,Amazon Echo,Billing inquiry,Pending Customer Response,Critical,Chat,5/31/23 11:03 AM,6/1/23 11:03 AM,,
832,38,Female,Microsoft Office,Refund request,Open,Low,Chat,,,,
833,60,Female,Nikon D,Technical issue,Open,High,Email,,,,
834,19,Male,Bose QuietComfort,Cancellation request,Open,Medium,Phone,,,,
835,21,Male,GoPro Hero,Refund request,Closed,Critical,Chat,5/31/23 9:06 PM,6/1/23 9:06 PM,6/1/23 11:26 AM,4
836,24,Female,Adobe Photoshop,Billing inquiry,Open,Critical,Social media,,,,
837,56,Female,Sony PlayStation,Cancellation request,Open,Critical,Email,,,,
838,43,Male,Amazon Echo,Billing inquiry,Pending Customer Response,Critical,Phone,5/31/23 7:38 PM,6/1/23 7:38 PM,,
839,27,Female,Canon DSLR Camera,Cancellation request,Closed,Medium,Phone,5/31/23 8:53 PM,6/1/23 8:53 PM,6/1/23 2:55 PM,3
840,40,Female,Adobe Photoshop,Cancellation request,Open,Medium,Email,,,,
841,70,Other,Nintendo Switch Pro Controller,Product inquiry,Closed,Critical,Phone,5/31/23 12:16 PM,6/1/23 12:16 PM,6/1/23 1:07 PM,5
842,40,Other,Philips Hue Lights,Cancellation request,Open,Low,Chat,,,,
843,27,Female,Nest Thermostat,Billing inquiry,Pending Customer Response,Low,Email,5/31/23 6:52 AM,6/1/23 6:52 AM,,
844,55,Female,Samsung Galaxy,Product inquiry,Open,High,Email,,,,
845,28,Male,Microsoft Office,Refund request,Open,Low,Phone,,,,
846,69,Female,Xbox,Cancellation request,Pending Customer Response,Low,Social media,5/31/23 1:48 AM,6/1/23 1:48 AM,,
847,49,Female,Autodesk AutoCAD,Billing inquiry,Closed,High,Phone,5/31/23 1:21 AM,6/1/23 1:21 AM,6/1/23 4:15 AM,4
848,52,Other,Fitbit Versa Smartwatch,Technical issue,Pending Customer Response,Low,Chat,5/31/23 2:56 PM,6/1/23 2:56 PM,,
849,61,Other,iPhone,Product inquiry,Pending Customer Response,Medium,Chat,5/31/23 7:14 PM,6/1/23 7:14 PM,,
850,22,Male,Lenovo ThinkPad,Cancellation request,Open,Critical,Email,,,,
851,53,Female,Fitbit Versa Smartwatch,Refund request,Closed,Low,Email,5/31/23 2:08 PM,6/1/23 2:08 PM,6/1/23 4:40 PM,1
852,22,Male,Philips Hue Lights,Cancellation request,Pending Customer Response,Low,Email,5/30/23 11:26 PM,5/31/23 11:26 PM,,
853,29,Female,Sony 4K HDR TV,Refund request,Closed,Medium,Email,5/31/23 4:03 AM,6/1/23 4:03 AM,6/1/23 7:17 AM,5
854,64,Female,Canon EOS,Cancellation request,Pending Customer Response,Medium,Social media,5/31/23 3:42 AM,6/1/23 3:42 AM,,
855,69,Female,Nest Thermostat,Billing inquiry,Closed,High,Social media,5/31/23 8:14 PM,6/1/23 8:14 PM,6/1/23 2:55 AM,3
856,67,Female,iPhone,Billing inquiry,Closed,High,Social media,5/31/23 5:07 PM,6/1/23 5:07 PM,6/1/23 7:38 PM,2
857,55,Female,Sony PlayStation,Billing inquiry,Pending Customer Response,High,Phone,5/31/23 9:58 PM,6/1/23 9:58 PM,,
858,52,Other,Roomba Robot Vacuum,Product inquiry,Closed,Medium,Phone,5/31/23 1:01 PM,6/1/23 1:01 PM,6/1/23 5:25 AM,5
859,26,Other,GoPro Action Camera,Product inquiry,Open,Critical,Social media,,,,
860,34,Female,Google Pixel,Cancellation request,Pending Customer Response,Medium,Email,5/31/23 12:55 AM,6/1/23 12:55 AM,,
861,43,Other,Bose QuietComfort,Billing inquiry,Pending Customer Response,High,Chat,5/31/23 9:08 AM,6/1/23 9:08 AM,,
862,25,Other,GoPro Hero,Refund request,Closed,Medium,Social media,5/31/23 4:14 AM,6/1/23 4:14 AM,6/1/23 1:07 PM,3
863,23,Other,Nest Thermostat,Refund request,Closed,Low,Email,5/31/23 3:23 AM,6/1/23 3:23 AM,6/1/23 2:43 PM,2
864,26,Female,Canon EOS,Technical issue,Closed,Medium,Chat,5/31/23 9:49 PM,6/1/23 9:49 PM,6/1/23 4:12 AM,1
865,69,Male,Bose QuietComfort,Billing inquiry,Open,High,Phone,,,,
866,30,Female,Asus ROG,Cancellation request,Closed,High,Phone,5/31/23 12:03 AM,6/1/23 12:03 AM,6/1/23 12:14 PM,5
867,33,Male,Canon DSLR Camera,Refund request,Closed,Critical,Chat,5/31/23 12:47 AM,6/1/23 12:47 AM,6/1/23 4:34 AM,3
868,56,Other,Canon DSLR Camera,Product inquiry,Pending Customer Response,Low,Social media,5/31/23 8:38 PM,6/1/23 8:38 PM,,
869,65,Other,Dyson Vacuum Cleaner,Cancellation request,Pending Customer Response,Critical,Phone,5/31/23 3:58 PM,6/1/23 3:58 PM,,
870,65,Female,Dyson Vacuum Cleaner,Refund request,Pending Customer Response,Low,Chat,5/31/23 8:52 AM,6/1/23 8:52 AM,,
871,49,Male,Nikon D,Technical issue,Open,Critical,Email,,,,
872,25,Male,Amazon Echo,Billing inquiry,Pending Customer Response,Low,Email,5/31/23 12:05 PM,6/1/23 12:05 PM,,
873,64,Female,Philips Hue Lights,Technical issue,Pending Customer Response,Low,Phone,5/31/23 6:47 AM,6/1/23 6:47 AM,,
874,64,Other,HP Pavilion,Technical issue,Pending Customer Response,Medium,Email,5/31/23 9:45 PM,6/1/23 9:45 PM,,
875,27,Other,iPhone,Product inquiry,Open,High,Chat,,,,
876,48,Female,Bose QuietComfort,Cancellation request,Closed,Medium,Phone,5/31/23 3:19 PM,6/1/23 3:19 PM,6/1/23 7:26 PM,3
877,45,Other,Adobe Photoshop,Technical issue,Closed,High,Phone,5/31/23 4:12 PM,6/1/23 4:12 PM,6/1/23 3:14 PM,5
878,42,Female,Asus ROG,Technical issue,Pending Customer Response,Medium,Social media,5/31/23 2:41 AM,6/1/23 2:41 AM,,
879,27,Female,Canon EOS,Billing inquiry,Open,Critical,Email,,,,
880,29,Female,Amazon Kindle,Cancellation request,Pending Customer Response,Medium,Social media,5/31/23 10:28 AM,6/1/23 10:28 AM,,
881,19,Female,Apple AirPods,Billing inquiry,Closed,High,Chat,5/31/23 12:05 PM,6/1/23 12:05 PM,5/31/23 11:55 PM,2
882,30,Female,Xbox,Refund request,Pending Customer Response,Low,Social media,5/31/23 3:26 AM,6/1/23 3:26 AM,,
883,62,Female,Nest Thermostat,Refund request,Pending Customer Response,Low,Email,5/31/23 7:53 PM,6/1/23 7:53 PM,,
884,21,Male,Sony 4K HDR TV,Product inquiry,Closed,Critical,Email,5/31/23 9:44 AM,6/1/23 9:44 AM,6/1/23 11:28 AM,4
885,29,Female,GoPro Action Camera,Technical issue,Open,Low,Phone,,,,
886,53,Male,Microsoft Office,Refund request,Pending Customer Response,Low,Phone,5/31/23 7:16 PM,6/1/23 7:16 PM,,
887,49,Other,Nest Thermostat,Refund request,Open,Medium,Email,,,,
888,18,Female,Bose SoundLink Speaker,Billing inquiry,Closed,Critical,Phone,5/31/23 7:04 PM,6/1/23 7:04 PM,6/1/23 11:41 AM,5
889,24,Other,LG Washing Machine,Technical issue,Open,Medium,Chat,,,,
890,37,Female,Sony Xperia,Technical issue,Closed,Low,Social media,5/31/23 10:48 AM,6/1/23 10:48 AM,6/1/23 2:09 AM,2
891,40,Other,Nintendo Switch Pro Controller,Cancellation request,Open,Critical,Social media,,,,
892,19,Other,Nintendo Switch,Billing inquiry,Open,Low,Phone,,,,
893,33,Female,LG Washing Machine,Technical issue,Closed,Medium,Phone,5/31/23 12:59 AM,6/1/23 12:59 AM,6/1/23 2:49 PM,4
894,19,Female,Dell XPS,Refund request,Open,Low,Social media,,,,
895,35,Other,Microsoft Surface,Refund request,Closed,Critical,Phone,5/31/23 6:43 PM,6/1/23 6:43 PM,6/1/23 9:39 PM,2
896,69,Female,Sony Xperia,Billing inquiry,Closed,Low,Social media,5/31/23 6:09 PM,6/1/23 6:09 PM,6/1/23 4:23 PM,5
897,30,Other,Google Nest,Cancellation request,Closed,High,Chat,5/31/23 8:52 PM,6/1/23 8:52 PM,6/1/23 5:47 AM,5
898,32,Male,Bose QuietComfort,Technical issue,Closed,Low,Phone,5/31/23 3:44 PM,6/1/23 3:44 PM,6/1/23 4:22 PM,4
899,23,Male,Dell XPS,Refund request,Open,Critical,Chat,,,,
900,66,Other,Nest Thermostat,Billing inquiry,Pending Customer Response,Medium,Social media,5/31/23 3:32 AM,6/1/23 3:32 AM,,
901,68,Male,Lenovo ThinkPad,Technical issue,Open,High,Phone,,,,
902,22,Female,Samsung Galaxy,Cancellation request,Open,Low,Chat,,,,
903,51,Female,Dyson Vacuum Cleaner,Cancellation request,Pending Customer Response,Low,Chat,5/31/23 5:56 PM,6/1/23 5:56 PM,,
904,29,Female,Nest Thermostat,Billing inquiry,Closed,Critical,Chat,5/31/23 10:59 AM,6/1/23 10:59 AM,6/1/23 12:25 PM,3
905,51,Female,LG OLED,Billing inquiry,Open,High,Phone,,,,
906,60,Other,Lenovo ThinkPad,Technical issue,Pending Customer Response,Critical,Email,5/31/23 5:28 AM,6/1/23 5:28 AM,,
907,31,Female,iPhone,Technical issue,Open,High,Social media,,,,
908,54,Male,Bose SoundLink Speaker,Cancellation request,Closed,Critical,Phone,5/31/23 12:00 AM,6/1/23 12:00 AM,5/31/23 10:13 PM,2
909,68,Other,PlayStation,Cancellation request,Pending Customer Response,Low,Email,5/31/23 8:16 AM,6/1/23 8:16 AM,,
910,61,Male,Lenovo ThinkPad,Cancellation request,Open,High,Social media,,,,
911,32,Male,Nintendo Switch Pro Controller,Product inquiry,Open,High,Chat,,,,
912,25,Female,Garmin Forerunner,Refund request,Closed,Critical,Social media,5/31/23 4:48 PM,6/1/23 4:48 PM,6/1/23 8:14 PM,2
913,25,Female,LG Washing Machine,Refund request,Open,Critical,Chat,,,,
914,29,Other,Nest Thermostat,Product inquiry,Closed,High,Social media,5/31/23 11:24 AM,6/1/23 11:24 AM,6/1/23 8:38 AM,4
915,52,Female,Canon DSLR Camera,Refund request,Pending Customer Response,Critical,Chat,5/30/23 10:54 PM,5/31/23 10:54 PM,,
916,59,Female,Canon DSLR Camera,Cancellation request,Pending Customer Response,Critical,Phone,5/31/23 8:22 PM,6/1/23 8:22 PM,,
917,53,Other,Microsoft Surface,Technical issue,Pending Customer Response,Critical,Email,5/31/23 4:56 AM,6/1/23 4:56 AM,,
918,34,Female,Garmin Forerunner,Cancellation request,Closed,Medium,Chat,5/31/23 6:06 AM,6/1/23 6:06 AM,6/1/23 3:49 PM,2
919,60,Female,Sony PlayStation,Cancellation request,Open,Critical,Chat,,,,
920,48,Female,Asus ROG,Technical issue,Closed,High,Email,5/30/23 11:42 PM,5/31/23 11:42 PM,6/1/23 4:21 AM,4
921,33,Male,LG Washing Machine,Cancellation request,Open,Low,Email,,,,
922,43,Other,Lenovo ThinkPad,Technical issue,Pending Customer Response,Low,Email,5/31/23 5:57 PM,6/1/23 5:57 PM,,
923,43,Male,Asus ROG,Product inquiry,Closed,High,Social media,5/31/23 7:38 PM,6/1/23 7:38 PM,5/31/23 11:36 PM,3
924,56,Other,Dell XPS,Refund request,Open,Critical,Phone,,,,
925,35,Other,Amazon Echo,Technical issue,Pending Customer Response,Medium,Social media,5/31/23 1:55 PM,6/1/23 1:55 PM,,
926,38,Male,Amazon Kindle,Refund request,Open,Critical,Social media,,,,
927,47,Female,Autodesk AutoCAD,Billing inquiry,Closed,High,Chat,5/31/23 2:24 AM,6/1/23 2:24 AM,6/1/23 10:38 AM,4
928,45,Other,Adobe Photoshop,Product inquiry,Pending Customer Response,Medium,Phone,5/31/23 1:33 AM,6/1/23 1:33 AM,,
929,27,Other,MacBook Pro,Cancellation request,Pending Customer Response,High,Chat,5/31/23 4:31 AM,6/1/23 4:31 AM,,
930,46,Female,Samsung Galaxy,Billing inquiry,Closed,Critical,Phone,5/31/23 9:50 PM,6/1/23 9:50 PM,6/1/23 5:15 PM,1
931,23,Female,Dell XPS,Refund request,Pending Customer Response,Critical,Social media,5/31/23 1:29 AM,6/1/23 1:29 AM,,
932,57,Other,LG OLED,Cancellation request,Open,Critical,Phone,,,,
933,33,Other,Microsoft Xbox Controller,Technical issue,Open,High,Phone,,,,
934,60,Male,LG OLED,Technical issue,Closed,Medium,Phone,5/31/23 12:45 AM,6/1/23 12:45 AM,6/1/23 1:08 PM,1
935,35,Other,PlayStation,Technical issue,Pending Customer Response,Critical,Phone,5/31/23 11:54 AM,6/1/23 11:54 AM,,
936,48,Female,Sony 4K HDR TV,Cancellation request,Open,Critical,Social media,,,,
937,23,Male,Google Nest,Billing inquiry,Pending Customer Response,Medium,Social media,5/31/23 4:12 PM,6/1/23 4:12 PM,,
938,58,Male,Philips Hue Lights,Product inquiry,Closed,High,Phone,5/31/23 2:25 AM,6/1/23 2:25 AM,5/31/23 11:34 PM,5
939,53,Female,Microsoft Surface,Technical issue,Closed,Critical,Social media,5/31/23 5:11 AM,6/1/23 5:11 AM,6/1/23 1:59 PM,3
940,41,Male,Google Nest,Cancellation request,Closed,Medium,Chat,5/31/23 10:45 AM,6/1/23 10:45 AM,6/1/23 12:15 AM,2
941,52,Female,Fitbit Charge,Technical issue,Open,Medium,Chat,,,,
942,49,Other,Dell XPS,Product inquiry,Pending Customer Response,Critical,Email,5/31/23 6:41 PM,6/1/23 6:41 PM,,
943,37,Other,Fitbit Versa Smartwatch,Technical issue,Open,High,Social media,,,,
944,19,Female,Autodesk AutoCAD,Technical issue,Pending Customer Response,Medium,Social media,5/31/23 2:10 PM,6/1/23 2:10 PM,,
945,63,Male,Philips Hue Lights,Cancellation request,Closed,Low,Email,5/31/23 10:48 AM,6/1/23 10:48 AM,6/1/23 2:13 PM,5
946,55,Female,GoPro Hero,Technical issue,Open,Critical,Chat,,,,
947,18,Other,Nintendo Switch Pro Controller,Billing inquiry,Pending Customer Response,High,Chat,5/31/23 1:45 PM,6/1/23 1:45 PM,,
948,29,Male,Microsoft Xbox Controller,Cancellation request,Pending Customer Response,Critical,Email,5/31/23 2:53 PM,6/1/23 2:53 PM,,
949,64,Female,GoPro Action Camera,Cancellation request,Open,Low,Email,,,,
950,50,Other,Nest Thermostat,Technical issue,Closed,Medium,Email,5/31/23 9:36 AM,6/1/23 9:36 AM,5/31/23 11:43 PM,4
951,64,Other,Microsoft Surface,Cancellation request,Closed,Medium,Chat,5/31/23 5:37 AM,6/1/23 5:37 AM,6/1/23 1:05 PM,3
952,56,Other,Nintendo Switch,Technical issue,Open,Critical,Chat,,,,
953,50,Male,Apple AirPods,Cancellation request,Open,Low,Chat,,,,
954,24,Other,Adobe Photoshop,Product inquiry,Closed,Medium,Phone,5/31/23 12:38 PM,6/1/23 12:38 PM,6/1/23 3:46 AM,5
955,30,Female,LG OLED,Cancellation request,Closed,Low,Chat,5/31/23 7:25 PM,6/1/23 7:25 PM,6/1/23 8:31 AM,3
956,20,Female,Bose SoundLink Speaker,Cancellation request,Closed,Critical,Phone,5/31/23 11:45 AM,6/1/23 11:45 AM,6/1/23 2:53 PM,5
957,64,Other,Sony Xperia,Product inquiry,Closed,Medium,Social media,5/31/23 12:22 AM,6/1/23 12:22 AM,6/1/23 7:52 AM,1
958,54,Female,LG Washing Machine,Cancellation request,Open,High,Social media,,,,
959,69,Other,LG Washing Machine,Technical issue,Open,Critical,Chat,,,,
960,65,Other,Asus ROG,Product inquiry,Closed,Medium,Email,5/31/23 5:56 PM,6/1/23 5:56 PM,6/1/23 4:11 PM,1
961,48,Female,Bose SoundLink Speaker,Refund request,Pending Customer Response,High,Phone,5/31/23 11:29 AM,6/1/23 11:29 AM,,
962,60,Female,LG OLED,Refund request,Pending Customer Response,High,Phone,5/31/23 1:21 AM,6/1/23 1:21 AM,,
963,24,Female,LG OLED,Product inquiry,Pending Customer Response,Critical,Email,5/30/23 11:35 PM,5/31/23 11:35 PM,,
964,33,Female,Asus ROG,Cancellation request,Closed,Low,Email,5/31/23 5:33 AM,6/1/23 5:33 AM,6/1/23 1:18 PM,5
965,36,Other,Bose SoundLink Speaker,Billing inquiry,Closed,High,Chat,5/31/23 11:02 AM,6/1/23 11:02 AM,6/1/23 6:29 PM,5
966,23,Female,Microsoft Surface,Product inquiry,Pending Customer Response,Critical,Phone,5/31/23 12:05 AM,6/1/23 12:05 AM,,
967,18,Female,Google Nest,Billing inquiry,Open,Medium,Chat,,,,
968,44,Female,GoPro Action Camera,Cancellation request,Pending Customer Response,Critical,Email,5/31/23 9:57 AM,6/1/23 9:57 AM,,
969,59,Female,iPhone,Product inquiry,Open,Critical,Email,,,,
970,52,Other,Canon DSLR Camera,Cancellation request,Open,Critical,Social media,,,,
971,60,Other,Canon DSLR Camera,Technical issue,Open,High,Chat,,,,
972,38,Other,Bose SoundLink Speaker,Product inquiry,Pending Customer Response,High,Social media,5/31/23 5:27 AM,6/1/23 5:27 AM,,
973,18,Other,Sony Xperia,Billing inquiry,Pending Customer Response,Critical,Email,5/31/23 3:24 PM,6/1/23 3:24 PM,,
974,66,Other,iPhone,Billing inquiry,Closed,Low,Social media,5/31/23 2:54 PM,6/1/23 2:54 PM,6/1/23 6:17 AM,3
975,60,Female,LG Smart TV,Cancellation request,Pending Customer Response,Low,Social media,5/31/23 4:19 AM,6/1/23 4:19 AM,,
976,39,Male,Nintendo Switch Pro Controller,Billing inquiry,Open,High,Chat,,,,
977,64,Male,Google Pixel,Cancellation request,Pending Customer Response,Critical,Email,5/31/23 6:58 PM,6/1/23 6:58 PM,,
978,59,Other,Dyson Vacuum Cleaner,Refund request,Open,Medium,Email,,,,
979,50,Female,Bose SoundLink Speaker,Cancellation request,Open,High,Chat,,,,
980,31,Female,Fitbit Versa Smartwatch,Cancellation request,Open,Medium,Social media,,,,
981,36,Female,Samsung Soundbar,Technical issue,Closed,Medium,Email,5/31/23 7:10 PM,6/1/23 7:10 PM,6/1/23 9:51 AM,3
982,22,Female,LG OLED,Technical issue,Pending Customer Response,Medium,Email,5/31/23 9:48 AM,6/1/23 9:48 AM,,
983,45,Female,LG OLED,Billing inquiry,Open,Medium,Phone,,,,
984,51,Other,Autodesk AutoCAD,Billing inquiry,Open,Critical,Social media,,,,
985,51,Male,Sony 4K HDR TV,Cancellation request,Open,Critical,Email,,,,
986,26,Male,GoPro Hero,Cancellation request,Open,Low,Phone,,,,
987,21,Male,Microsoft Office,Technical issue,Closed,Critical,Social media,5/30/23 11:16 PM,5/31/23 11:16 PM,6/1/23 5:56 AM,4
988,39,Other,Nikon D,Product inquiry,Pending Customer Response,Critical,Social media,5/31/23 8:55 AM,6/1/23 8:55 AM,,
989,42,Other,Nintendo Switch Pro Controller,Billing inquiry,Open,Medium,Phone,,,,
990,33,Female,Nest Thermostat,Cancellation request,Open,Low,Chat,,,,
991,41,Other,Nest Thermostat,Cancellation request,Open,Medium,Email,,,,
