Order_ID,Returns,Order_Date,Ship_Date,Shipping_Time_Days,Segment,Country_Region,City,State,Sales_Manager,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Profit,Return_Loss,,,,,,,,,,,,,,,,,,,,
CA-2019-102316,No,3/1/2019,3/3/2019,2,Corporate,United States,Los Angeles,California,Anna Andreadi,West,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,$15.98,$1.20,$0.00,,,,,,,,,,,,,,,,,,,,
US-2020-151827,Yes,3/31/2020,4/2/2020,2,Consumer,United States,Philadelphia,Pennsylvania,Chuck Magee,East,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,$31.98,$1.20,$30.78,,,,,,,,,,,,,,,,,,,,
CA-2018-164182,No,7/14/2018,7/18/2018,4,Consumer,United States,Philadelphia,Pennsylvania,Chuck Magee,East,FUR-FU-10001057,Furniture,Furnishings,Tensor Track Tree Floor Lamp,$31.98,$1.20,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-124506,No,11/11/2020,11/17/2020,6,Corporate,United States,Chicago,Illinois,Kelly Williams,Central,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,$95.97,$1.20,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-106068,No,10/23/2021,10/28/2021,5,Consumer,United States,Austin,Texas,Kelly Williams,Central,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,$13.72,$1.20,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-130736,No,12/7/2019,12/9/2019,2,Consumer,United States,Seattle,Washington,Anna Andreadi,West,OFF-LA-10000634,Office Supplies,Labels,Avery 509,$2.61,$1.20,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-121650,No,12/10/2019,12/16/2019,6,Corporate,United States,Jackson,Michigan,Kelly Williams,Central,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,$2.61,$1.20,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-111605,No,12/27/2020,1/2/2021,6,Consumer,United States,Louisville,Kentucky,Cassandra Brandow,South,OFF-LA-10002368,Office Supplies,Labels,Avery 479,$2.61,$1.20,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-140004,No,3/21/2018,3/25/2018,4,Consumer,United States,Hamilton,Ohio,Chuck Magee,East,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",$7.41,$1.20,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-157749,No,6/4/2020,6/9/2020,5,Consumer,United States,Chicago,Illinois,Kelly Williams,Central,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",$7.41,$1.20,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-122973,No,7/18/2019,7/20/2019,2,Consumer,United States,New York City,New York,Chuck Magee,East,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,$3.33,$1.21,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-103940,Yes,9/17/2018,9/21/2018,4,Consumer,United States,Seattle,Washington,Anna Andreadi,West,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,$30.28,$1.21,$29.07,,,,,,,,,,,,,,,,,,,,
US-2019-134026,No,4/26/2019,5/2/2019,6,Consumer,United States,Memphis,Tennessee,Cassandra Brandow,South,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",$97.04,$1.21,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-165904,No,4/7/2021,4/11/2021,4,Home Office,United States,Jacksonville,Florida,Cassandra Brandow,South,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,$16.26,$1.22,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-103128,No,11/11/2020,11/15/2020,4,Consumer,United States,Arlington Heights,Illinois,Kelly Williams,Central,OFF-AR-10003394,Office Supplies,Art,Newell 332,$14.11,$1.23,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-137092,No,10/20/2018,10/22/2018,2,Home Office,United States,Chicago,Illinois,Kelly Williams,Central,OFF-PA-10002109,Office Supplies,Paper,Wirebound Voice Message Log Book,$3.81,$1.24,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-163069,No,8/18/2021,8/21/2021,3,Consumer,United States,Columbus,Ohio,Chuck Magee,East,OFF-AR-10001419,Office Supplies,Art,Newell 325,$9.91,$1.24,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-134285,No,12/7/2021,12/12/2021,5,Corporate,United States,San Antonio,Texas,Kelly Williams,Central,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,$3.55,$1.24,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-157623,No,3/14/2018,3/18/2018,4,Corporate,United States,Huntington Beach,California,Anna Andreadi,West,OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,$3.38,$1.25,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-115133,No,9/26/2018,9/30/2018,4,Home Office,United States,Lancaster,Ohio,Chuck Magee,East,OFF-AP-10001634,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,$16.70,$1.25,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-113971,No,5/8/2019,5/14/2019,6,Corporate,United States,Cuyahoga Falls,Ohio,Chuck Magee,East,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",$8.35,$1.25,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-127782,No,11/2/2021,11/6/2021,4,Corporate,United States,Philadelphia,Pennsylvania,Chuck Magee,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,$20.14,$1.26,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-164882,Yes,10/31/2019,10/31/2019,0,Consumer,United States,Redlands,California,Anna Andreadi,West,OFF-AR-10004272,Office Supplies,Art,Newell 308,$5.04,$1.26,$3.78,,,,,,,,,,,,,,,,,,,,
CA-2020-102561,No,7/18/2020,7/22/2020,4,Home Office,United States,Philadelphia,Pennsylvania,Chuck Magee,East,OFF-AR-10001545,Office Supplies,Art,Newell 326,$11.26,$1.27,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-124737,No,8/23/2018,8/27/2018,4,Consumer,United States,Denver,Colorado,Anna Andreadi,West,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,$4.22,$1.27,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-145772,Yes,6/3/2021,6/7/2021,4,Corporate,United States,Los Angeles,California,Anna Andreadi,West,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,$3.91,$1.27,$2.64,,,,,,,,,,,,,,,,,,,,
CA-2019-161263,No,4/16/2019,4/21/2019,5,Corporate,United States,Toledo,Ohio,Chuck Magee,East,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,$7.87,$1.28,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-113145,No,11/1/2019,11/5/2019,4,Consumer,United States,New York City,New York,Chuck Magee,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,$42.95,$1.29,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-164784,No,5/1/2020,5/4/2020,3,Consumer,United States,Memphis,Tennessee,Cassandra Brandow,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,$3.98,$1.29,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-145576,No,9/14/2018,9/18/2018,4,Consumer,United States,Tampa,Florida,Cassandra Brandow,South,OFF-AP-10003914,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",$13.00,$1.30,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-119018,No,11/4/2020,11/8/2020,4,Home Office,United States,Los Angeles,California,Anna Andreadi,West,OFF-BI-10000494,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,$4.18,$1.31,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-115980,No,7/15/2018,7/19/2018,4,Corporate,United States,Sioux Falls,South Dakota,Kelly Williams,Central,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,$2.97,$1.31,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-163965,No,11/20/2019,11/27/2019,7,Consumer,United States,Miami,Florida,Cassandra Brandow,South,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,$17.44,$1.31,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-165799,No,6/29/2019,7/2/2019,3,Consumer,United States,New York City,New York,Chuck Magee,East,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,$117.88,$1.31,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-123043,No,8/24/2021,8/29/2021,5,Corporate,United States,New York City,New York,Chuck Magee,East,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,$3.74,$1.31,$0.00,,,,,,,,,,,,,,,,,,,,
US-2021-112928,No,6/1/2021,6/5/2021,4,Corporate,United States,Toledo,Ohio,Chuck Magee,East,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",$17.48,$1.31,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-119032,No,11/27/2018,12/3/2018,6,Consumer,United States,New York City,New York,Chuck Magee,East,OFF-FA-10003021,Office Supplies,Fasteners,Staples,$3.76,$1.32,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-162033,No,3/26/2021,4/2/2021,7,Home Office,United States,Virginia Beach,Virginia,Cassandra Brandow,South,OFF-FA-10003021,Office Supplies,Fasteners,Staples,$3.76,$1.32,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-113628,Yes,11/12/2019,11/19/2019,7,Corporate,United States,Plantation,Florida,Cassandra Brandow,South,OFF-AR-10001246,Office Supplies,Art,Newell 317,$11.76,$1.32,$10.44,,,,,,,,,,,,,,,,,,,,
CA-2018-100328,No,1/28/2018,2/3/2018,6,Consumer,United States,New York City,New York,Chuck Magee,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",$3.93,$1.33,$0.00,,,,,,,,,,,,,,,,,,,,
US-2021-162558,No,10/2/2021,10/5/2021,3,Home Office,United States,Knoxville,Tennessee,Cassandra Brandow,South,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",$11.81,$1.33,$0.00,,,,,,,,,,,,,,,,,,,,
US-2018-164644,No,7/22/2018,7/24/2018,2,Consumer,United States,Houston,Texas,Kelly Williams,Central,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,$26.63,$1.33,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-130995,No,11/1/2019,11/6/2019,5,Corporate,United States,New York City,New York,Chuck Magee,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,$4.95,$1.34,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-120404,No,11/20/2021,11/24/2021,4,Corporate,United States,New York City,New York,Chuck Magee,East,TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,$2.97,$1.34,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-116596,No,10/27/2020,10/31/2020,4,Consumer,United States,New York City,New York,Chuck Magee,East,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,$33.48,$1.34,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-152534,No,6/20/2020,6/25/2020,5,Corporate,United States,Salinas,California,Anna Andreadi,West,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,$5.16,$1.34,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-101665,No,11/25/2021,12/1/2021,6,Consumer,United States,San Francisco,California,Anna Andreadi,West,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,$5.16,$1.34,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-152072,No,1/15/2020,1/19/2020,4,Home Office,United States,Westfield,New Jersey,Chuck Magee,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,$4.66,$1.35,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-159107,No,6/24/2021,6/26/2021,2,Consumer,United States,San Francisco,California,Anna Andreadi,West,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",$2.88,$1.35,$0.00,,,,,,,,,,,,,,,,,,,,
US-2019-126977,No,9/17/2019,9/23/2019,6,Consumer,United States,New York City,New York,Chuck Magee,East,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,$67.80,$1.36,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-113278,No,1/14/2021,1/20/2021,6,Home Office,United States,Richmond,Indiana,Kelly Williams,Central,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,$67.80,$1.36,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-149020,No,1/10/2018,1/15/2018,5,Corporate,United States,Springfield,Virginia,Cassandra Brandow,South,OFF-LA-10004272,Office Supplies,Labels,Avery 482,$2.89,$1.36,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-168389,No,12/11/2021,12/17/2021,6,Corporate,United States,Jacksonville,Florida,Cassandra Brandow,South,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,$13.58,$1.36,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-119697,No,12/28/2019,12/31/2019,3,Consumer,United States,Philadelphia,Pennsylvania,Chuck Magee,East,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,$54.38,$1.36,$0.00,,,,,,,,,,,,,,,,,,,,
US-2021-125717,No,9/28/2021,10/1/2021,3,Home Office,United States,Aurora,Colorado,Anna Andreadi,West,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,$54.38,$1.36,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-159954,Yes,9/10/2021,9/14/2021,4,Consumer,United States,Atlanta,Georgia,Cassandra Brandow,South,OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,$2.78,$1.36,$1.42,,,,,,,,,,,,,,,,,,,,
CA-2020-127761,No,11/10/2020,11/14/2020,4,Consumer,United States,New York City,New York,Chuck Magee,East,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,$3.64,$1.37,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-154214,Yes,3/20/2021,3/25/2021,5,Consumer,United States,Columbus,Indiana,Kelly Williams,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",$2.91,$1.37,$1.54,,,,,,,,,,,,,,,,,,,,
CA-2021-117422,No,10/21/2021,10/25/2021,4,Home Office,United States,Lakewood,Ohio,Chuck Magee,East,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",$4.06,$1.37,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-103989,No,3/19/2018,3/21/2018,2,Corporate,United States,Lakeland,Florida,Cassandra Brandow,South,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,$4.99,$1.37,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-101483,No,7/29/2021,8/1/2021,3,Consumer,United States,Jacksonville,North Carolina,Cassandra Brandow,South,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,$22.00,$1.38,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-124352,No,10/15/2020,10/21/2020,6,Home Office,United States,Oklahoma City,Oklahoma,Kelly Williams,Central,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,$5.50,$1.38,$0.00,,,,,,,,,,,,,,,,,,,,
US-2021-140312,No,11/13/2021,11/19/2021,6,Consumer,United States,Dublin,California,Anna Andreadi,West,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,$22.00,$1.38,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-115602,No,12/18/2021,12/24/2021,6,Consumer,United States,New York City,New York,Chuck Magee,East,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,$3.20,$1.38,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-138933,No,4/24/2020,4/27/2020,3,Consumer,United States,Riverside,California,Anna Andreadi,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,$3.98,$1.39,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-156160,No,9/22/2018,9/29/2018,7,Consumer,United States,New York City,New York,Chuck Magee,East,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,$3.98,$1.39,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-113530,No,5/19/2021,5/21/2021,2,Home Office,United States,San Francisco,California,Anna Andreadi,West,OFF-AR-10000122,Office Supplies,Art,Newell 314,$5.58,$1.40,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-162880,No,12/25/2021,12/29/2021,4,Corporate,United States,Everett,Washington,Anna Andreadi,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,$3.86,$1.40,$0.00,,,,,,,,,,,,,,,,,,,,
US-2021-115252,No,10/20/2021,10/25/2021,5,Corporate,United States,Durham,North Carolina,Cassandra Brandow,South,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,$15.98,$1.40,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-141957,No,7/21/2020,7/21/2020,0,Corporate,United States,Newark,Ohio,Chuck Magee,East,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,$18.66,$1.40,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-102673,No,11/1/2018,11/5/2018,4,Corporate,United States,Charlotte,North Carolina,Cassandra Brandow,South,OFF-FA-10003021,Office Supplies,Fasteners,Staples,$7.52,$1.41,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-137225,No,12/15/2019,12/19/2019,4,Home Office,United States,New York City,New York,Chuck Magee,East,OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",$3.28,$1.41,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-126074,No,10/2/2021,10/6/2021,4,Consumer,United States,Trenton,Michigan,Kelly Williams,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,$2.88,$1.41,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-146535,No,11/24/2021,11/30/2021,6,Home Office,United States,Richmond,Kentucky,Cassandra Brandow,South,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,$2.88,$1.41,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-114125,No,7/9/2018,7/13/2018,4,Home Office,United States,Los Angeles,California,Anna Andreadi,West,OFF-LA-10004559,Office Supplies,Labels,Avery 49,$2.88,$1.41,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-108259,No,11/8/2019,11/15/2019,7,Corporate,United States,Jacksonville,North Carolina,Cassandra Brandow,South,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,$4.71,$1.41,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-159135,No,11/4/2021,11/8/2021,4,Home Office,United States,Springdale,Arkansas,Cassandra Brandow,South,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",$4.30,$1.42,$0.00,,,,,,,,,,,,,,,,,,,,
US-2021-132444,No,11/18/2021,11/21/2021,3,Consumer,United States,Seattle,Washington,Anna Andreadi,West,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,$2.96,$1.42,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-150798,No,12/1/2018,12/3/2018,2,Consumer,United States,Columbus,Ohio,Chuck Magee,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",$8.13,$1.42,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-108287,No,12/18/2021,12/20/2021,2,Consumer,United States,Charlotte,North Carolina,Cassandra Brandow,South,OFF-AR-10001315,Office Supplies,Art,Newell 310,$12.67,$1.43,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-156503,No,10/14/2020,10/20/2020,6,Consumer,United States,Jacksonville,North Carolina,Cassandra Brandow,South,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,$12.77,$1.44,$0.00,,,,,,,,,,,,,,,,,,,,
US-2018-117744,No,12/2/2018,12/6/2018,4,Corporate,United States,Corpus Christi,Texas,Kelly Williams,Central,OFF-AR-10000940,Office Supplies,Art,Newell 343,$16.46,$1.44,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-128083,No,3/12/2019,3/17/2019,5,Corporate,United States,Plantation,Florida,Cassandra Brandow,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,$6.41,$1.44,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-133963,No,5/18/2018,5/22/2018,4,Consumer,United States,Dallas,Texas,Kelly Williams,Central,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,$3.98,$1.44,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-121048,No,7/14/2021,7/18/2021,4,Consumer,United States,Westminster,California,Anna Andreadi,West,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,$4.45,$1.45,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-144904,No,9/25/2021,10/1/2021,6,Consumer,United States,New York City,New York,Chuck Magee,East,OFF-AR-10003732,Office Supplies,Art,Newell 333,$5.56,$1.45,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-103380,Yes,11/21/2021,11/25/2021,4,Home Office,United States,Pasadena,California,Anna Andreadi,West,OFF-AR-10003856,Office Supplies,Art,Newell 344,$5.56,$1.45,$4.11,,,,,,,,,,,,,,,,,,,,
CA-2021-126067,No,8/28/2021,9/3/2021,6,Home Office,United States,Seattle,Washington,Anna Andreadi,West,OFF-AR-10003856,Office Supplies,Art,Newell 344,$5.56,$1.45,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-150749,No,3/29/2019,4/3/2019,5,Consumer,United States,Springfield,Virginia,Cassandra Brandow,South,OFF-AR-10003732,Office Supplies,Art,Newell 333,$5.56,$1.45,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-152730,No,5/30/2020,6/4/2020,5,Home Office,United States,Superior,Wisconsin,Kelly Williams,Central,OFF-AR-10003732,Office Supplies,Art,Newell 333,$5.56,$1.45,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-169005,No,11/2/2021,11/6/2021,4,Consumer,United States,Springfield,Virginia,Cassandra Brandow,South,OFF-AR-10000246,Office Supplies,Art,Newell 318,$5.56,$1.45,$0.00,,,,,,,,,,,,,,,,,,,,
US-2019-106873,No,9/24/2019,9/29/2019,5,Consumer,United States,Avondale,Arizona,Anna Andreadi,West,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,$23.20,$1.45,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-108189,No,10/2/2018,10/5/2018,3,Corporate,United States,Tempe,Arizona,Anna Andreadi,West,OFF-FA-10000735,Office Supplies,Fasteners,Staples,$4.67,$1.46,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-160220,No,10/20/2020,10/26/2020,6,Consumer,United States,Trenton,Michigan,Kelly Williams,Central,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,$20.86,$1.46,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-140501,No,6/23/2020,6/28/2020,5,Consumer,United States,New York City,New York,Chuck Magee,East,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,$3.96,$1.47,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-126613,No,7/10/2020,7/16/2020,6,Consumer,United States,Mesa,Arizona,Anna Andreadi,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,$16.77,$1.47,$0.00,,,,,,,,,,,,,,,,,,,,
US-2021-100482,No,4/11/2021,4/15/2021,4,Consumer,United States,Lancaster,Ohio,Chuck Magee,East,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,$16.77,$1.47,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-145212,No,9/13/2018,9/19/2018,6,Consumer,United States,New York City,New York,Chuck Magee,East,OFF-AR-10002833,Office Supplies,Art,Newell 322,$5.46,$1.47,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-102274,No,11/21/2018,11/26/2018,5,Corporate,United States,Richmond,Kentucky,Cassandra Brandow,South,OFF-AR-10002833,Office Supplies,Art,Newell 322,$5.46,$1.47,$0.00,,,,,,,,,,,,,,,,,,,,
US-2019-164357,No,11/25/2019,11/29/2019,4,Consumer,United States,Wilmington,North Carolina,Cassandra Brandow,South,OFF-AR-10001177,Office Supplies,Art,Newell 349,$13.12,$1.48,$0.00,,,,,,,,,,,,,,,,,,,,
US-2019-129637,No,12/17/2019,12/22/2019,5,Consumer,United States,Bloomington,Illinois,Kelly Williams,Central,OFF-AR-10003829,Office Supplies,Art,Newell 35,$13.12,$1.48,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-109666,No,4/19/2020,4/26/2020,7,Consumer,United States,New York City,New York,Chuck Magee,East,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,$3.28,$1.48,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-122931,No,9/29/2018,10/3/2018,4,Corporate,United States,Philadelphia,Pennsylvania,Chuck Magee,East,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,$4.22,$1.48,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-101707,No,8/27/2019,9/1/2019,5,Consumer,United States,San Diego,California,Anna Andreadi,West,OFF-LA-10000134,Office Supplies,Labels,Avery 511,$3.08,$1.48,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-167199,No,1/6/2018,1/10/2018,4,Home Office,United States,Henderson,Kentucky,Cassandra Brandow,South,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,$5.48,$1.48,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-120168,No,5/25/2021,5/25/2021,0,Consumer,United States,New York City,New York,Chuck Magee,East,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,$3.29,$1.48,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-118976,No,4/28/2018,5/3/2018,5,Corporate,United States,Baltimore,Maryland,Chuck Magee,East,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,$5.34,$1.50,$0.00,,,,,,,,,,,,,,,,,,,,
